data;estado;cidade;tipo_local;confirmados;obitos;ultimo_registro;populacao_estimativa;city_ibge_code;confirmados_por_100k;taxa_mortalidade
2021-09-10;SE;Boquim;city;2688;67;False;26899;2800670;9992,93654;0,0249
2021-09-10;SE;Brejo Grande;city;461;13;False;8353;2800704;5518,97522;0,0282
2021-09-10;SE;Campo do Brito;city;2202;29;False;18218;2801009;12086,94698;0,0132
2021-09-10;SE;Canhoba;city;351;7;False;4006;2801108;8761,85721;0,0199
2021-09-10;SE;Canindé de São Francisco;city;2509;48;False;30402;2801207;8252,74653;0,0191
2021-09-10;SE;Capela;city;3422;45;False;34514;2801306;9914,81718;0,0132
2021-09-10;SE;Carira;city;2235;48;False;22239;2801405;10049,91232;0,0215
2021-09-10;SE;Carmópolis;city;1079;40;False;16937;2801504;6370,66777;0,0371
2021-09-10;SE;Cedro de São João;city;1030;20;False;5913;2801603;17419,24573;0,0194
2021-09-10;SE;Cristinápolis;city;608;31;False;18029;2801702;3372,34456;0,051
2021-09-10;SE;Cumbe;city;315;4;False;3998;2801900;7878,93947;0,0127
2021-09-10;SE;Divina Pastora;city;850;12;False;5215;2802007;16299,1371;0,0141
2021-09-10;SE;Estância;city;7636;174;False;69556;2802106;10978,20461;0,0228
2021-09-10;SE;Feira Nova;city;246;7;False;5601;2802205;4392,07284;0,0285
2021-09-10;SE;Frei Paulo;city;1710;35;False;15556;2802304;10992,54307;0,0205
2021-09-10;SE;Gararu;city;669;16;False;11601;2802403;5766,74425;0,0239
2021-09-10;SE;General Maynard;city;377;10;False;3384;2802502;11140,66194;0,0265
2021-09-10;SE;Graccho Cardoso;city;549;7;False;5824;2802601;9426,51099;0,0128
2021-09-10;SE;Ilha das Flores;city;389;18;False;8521;2802700;4565,19188;0,0463
2021-09-10;SE;Indiaroba;city;515;30;False;18149;2802809;2837,62191;0,0583
2021-09-10;SE;Itabaiana;city;13172;258;False;96142;2802908;13700,56791;0,0196
2021-09-10;SE;Itabaianinha;city;2962;71;False;42166;2803005;7024,61699;0,024
2021-09-10;SE;Itabi;city;214;2;False;4886;2803104;4379,86083;0,0093
2021-09-10;SE;Itaporanga d'Ajuda;city;3157;71;False;34709;2803203;9095,62361;0,0225
2021-09-10;SE;Japaratuba;city;1490;53;False;18907;2803302;7880,67911;0,0356
2021-09-10;SE;Japoatã;city;433;23;False;13429;2803401;3224,36518;0,0531
2021-09-10;SE;Lagarto;city;7775;219;False;105221;2803500;7389,20938;0,0282
2021-09-10;SE;Laranjeiras;city;1901;57;False;30080;2803609;6319,81383;0,03
2021-09-10;SE;Macambira;city;666;8;False;6961;2803708;9567,59086;0,012
2021-09-10;SE;Malhada dos Bois;city;331;7;False;3699;2803807;8948,36442;0,0211
2021-09-10;SE;Malhador;city;1117;30;False;12653;2803906;8827,94594;0,0269
2021-09-10;SE;Maruim;city;1160;41;False;17271;2804003;6716,46112;0,0353
2021-09-10;SE;Moita Bonita;city;1198;13;False;11348;2804102;10556,92633;0,0109
2021-09-10;SE;Monte Alegre de Sergipe;city;887;13;False;15175;2804201;5845,14003;0,0147
2021-09-10;SE;Muribeca;city;317;16;False;7639;2804300;4149,75782;0,0505
2021-09-10;SE;Neópolis;city;1415;41;False;18703;2804409;7565,63118;0,029
2021-09-10;SE;Nossa Senhora Aparecida;city;833;18;False;8809;2804458;9456,23794;0,0216
2021-09-10;SE;Nossa Senhora da Glória;city;2790;79;False;37324;2804508;7475,08306;0,0283
2021-09-10;SE;Nossa Senhora das Dores;city;2115;50;False;26795;2804607;7893,26367;0,0236
2021-09-10;SE;Nossa Senhora de Lourdes;city;495;12;False;6496;2804706;7620,07389;0,0242
2021-09-10;SE;Nossa Senhora do Socorro;city;18069;570;False;185706;2804805;9729,89564;0,0315
2021-09-10;SE;Pacatuba;city;831;23;False;14540;2804904;5715,26823;0,0277
2021-09-10;SE;Pedra Mole;city;279;8;False;3285;2805000;8493,15068;0,0287
2021-09-10;SE;Pedrinhas;city;674;17;False;9665;2805109;6973,61614;0,0252
2021-09-10;SE;Pinhão;city;346;19;False;6627;2805208;5221,06534;0,0549
2021-09-10;SE;Pirambu;city;758;29;False;9359;2805307;8099,15589;0,0383
2021-09-10;SE;Poço Redondo;city;1102;33;False;35122;2805406;3137,63453;0,0299
2021-09-10;SE;Poço Verde;city;2186;50;False;23867;2805505;9159,08996;0,0229
2021-09-10;SE;Porto da Folha;city;1688;37;False;28693;2805604;5882,96797;0,0219
2021-09-10;SE;Propriá;city;3642;80;False;29692;2805703;12265,93022;0,022
2021-09-10;SE;Riachão do Dantas;city;1491;35;False;19809;2805802;7526,88172;0,0235
2021-09-10;SE;Riachuelo;city;728;18;False;10284;2805901;7078,9576;0,0247
2021-09-10;SE;Ribeirópolis;city;1786;33;False;18773;2806008;9513,66324;0,0185
2021-09-10;SE;Rosário do Catete;city;884;20;False;11008;2806107;8030,52326;0,0226
2021-09-10;SE;Salgado;city;1661;44;False;20025;2806206;8294,63171;0,0265
2021-09-10;SE;Santa Luzia do Itanhy;city;735;13;False;14121;2806305;5205,01381;0,0177
2021-09-10;SE;Santana do São Francisco;city;628;15;False;7844;2806404;8006,11933;0,0239
2021-09-10;SE;Santa Rosa de Lima;city;360;8;False;3923;2806503;9176,65052;0,0222
2021-09-10;SE;Santo Amaro das Brotas;city;692;19;False;12151;2806602;5695,00453;0,0275
2021-09-10;SE;São Cristóvão;city;9881;242;False;91093;2806701;10847,1562;0,0245
2021-09-10;SE;São Domingos;city;906;31;False;11207;2806800;8084,23307;0,0342
2021-09-10;SE;São Francisco;city;324;12;False;3781;2806909;8569,1616;0,037
2021-09-10;SE;São Miguel do Aleixo;city;457;5;False;3947;2807006;11578,41399;0,0109
2021-09-10;SE;Simão Dias;city;3360;87;False;40606;2807105;8274,63922;0,0259
2021-09-10;SE;Siriri;city;843;12;False;8970;2807204;9397,99331;0,0142
2021-09-10;SE;Telha;city;406;10;False;3249;2807303;12496,15266;0,0246
2021-09-10;SE;Tobias Barreto;city;4742;98;False;52530;2807402;9027,22254;0,0207
2021-09-10;SE;Tomar do Geru;city;1087;26;False;13535;2807501;8031,03066;0,0239
2021-09-10;SE;Umbaúba;city;2132;41;False;25550;2807600;8344,4227;0,0192
2021-09-10;SE;;state;277625;6003;False;2318822;28;11972,67406;0,0216
2021-09-09;SE;;state;277611;6002;False;2318822;28;11972,0703;0,0216
2021-09-08;SE;Amparo de São Francisco;city;256;5;False;2380;2800100;10756,30252;0,0195
2021-09-08;SE;Aquidabã;city;2408;40;False;21681;2800209;11106,49878;0,0166
2021-09-08;SE;Aracaju;city;127558;2411;False;664908;2800308;19184,30821;0,0189
2021-09-08;SE;Arauá;city;1291;22;False;9947;2800407;12978,78757;0,017
2021-09-08;SE;Areia Branca;city;2100;48;False;18686;2800506;11238,36027;0,0229
2021-09-08;SE;Barra dos Coqueiros;city;7048;99;False;30930;2800605;22786,93825;0,014
2021-09-08;SE;Boquim;city;2688;67;False;26899;2800670;9992,93654;0,0249
2021-09-08;SE;Brejo Grande;city;461;13;False;8353;2800704;5518,97522;0,0282
2021-09-08;SE;Campo do Brito;city;2202;29;False;18218;2801009;12086,94698;0,0132
2021-09-08;SE;Canhoba;city;351;7;False;4006;2801108;8761,85721;0,0199
2021-09-08;SE;Canindé de São Francisco;city;2508;48;False;30402;2801207;8249,45727;0,0191
2021-09-08;SE;Capela;city;3422;45;False;34514;2801306;9914,81718;0,0132
2021-09-08;SE;Carira;city;2234;48;False;22239;2801405;10045,41571;0,0215
2021-09-08;SE;Carmópolis;city;1079;40;False;16937;2801504;6370,66777;0,0371
2021-09-08;SE;Cedro de São João;city;1030;20;False;5913;2801603;17419,24573;0,0194
2021-09-08;SE;Cristinápolis;city;608;31;False;18029;2801702;3372,34456;0,051
2021-09-08;SE;Cumbe;city;314;3;False;3998;2801900;7853,92696;0,0096
2021-09-08;SE;Divina Pastora;city;850;12;False;5215;2802007;16299,1371;0,0141
2021-09-08;SE;Estância;city;7636;174;False;69556;2802106;10978,20461;0,0228
2021-09-08;SE;Feira Nova;city;246;7;False;5601;2802205;4392,07284;0,0285
2021-09-08;SE;Frei Paulo;city;1710;35;False;15556;2802304;10992,54307;0,0205
2021-09-08;SE;Gararu;city;669;16;False;11601;2802403;5766,74425;0,0239
2021-09-08;SE;General Maynard;city;377;10;False;3384;2802502;11140,66194;0,0265
2021-09-08;SE;Graccho Cardoso;city;549;7;False;5824;2802601;9426,51099;0,0128
2021-09-08;SE;Ilha das Flores;city;389;18;False;8521;2802700;4565,19188;0,0463
2021-09-08;SE;Indiaroba;city;515;30;False;18149;2802809;2837,62191;0,0583
2021-09-08;SE;Itabaiana;city;13172;258;False;96142;2802908;13700,56791;0,0196
2021-09-08;SE;Itabaianinha;city;2962;71;False;42166;2803005;7024,61699;0,024
2021-09-08;SE;Itabi;city;214;2;False;4886;2803104;4379,86083;0,0093
2021-09-08;SE;Itaporanga d'Ajuda;city;3157;72;False;34709;2803203;9095,62361;0,0228
2021-09-08;SE;Japaratuba;city;1489;53;False;18907;2803302;7875,39007;0,0356
2021-09-08;SE;Japoatã;city;433;23;False;13429;2803401;3224,36518;0,0531
2021-09-08;SE;Lagarto;city;7775;219;False;105221;2803500;7389,20938;0,0282
2021-09-08;SE;Laranjeiras;city;1901;57;False;30080;2803609;6319,81383;0,03
2021-09-08;SE;Macambira;city;666;8;False;6961;2803708;9567,59086;0,012
2021-09-08;SE;Malhada dos Bois;city;331;7;False;3699;2803807;8948,36442;0,0211
2021-09-08;SE;Malhador;city;1117;30;False;12653;2803906;8827,94594;0,0269
2021-09-08;SE;Maruim;city;1160;41;False;17271;2804003;6716,46112;0,0353
2021-09-08;SE;Moita Bonita;city;1198;13;False;11348;2804102;10556,92633;0,0109
2021-09-08;SE;Monte Alegre de Sergipe;city;887;13;False;15175;2804201;5845,14003;0,0147
2021-09-08;SE;Muribeca;city;317;16;False;7639;2804300;4149,75782;0,0505
2021-09-08;SE;Neópolis;city;1415;41;False;18703;2804409;7565,63118;0,029
2021-09-08;SE;Nossa Senhora Aparecida;city;833;18;False;8809;2804458;9456,23794;0,0216
2021-09-08;SE;Nossa Senhora da Glória;city;2790;79;False;37324;2804508;7475,08306;0,0283
2021-09-08;SE;Nossa Senhora das Dores;city;2116;51;False;26795;2804607;7896,99571;0,0241
2021-09-08;SE;Nossa Senhora de Lourdes;city;494;12;False;6496;2804706;7604,6798;0,0243
2021-09-08;SE;Nossa Senhora do Socorro;city;18068;570;False;185706;2804805;9729,35716;0,0315
2021-09-08;SE;Pacatuba;city;831;23;False;14540;2804904;5715,26823;0,0277
2021-09-08;SE;Pedra Mole;city;279;8;False;3285;2805000;8493,15068;0,0287
2021-09-08;SE;Pedrinhas;city;674;17;False;9665;2805109;6973,61614;0,0252
2021-09-08;SE;Pinhão;city;346;17;False;6627;2805208;5221,06534;0,0491
2021-09-08;SE;Pirambu;city;758;29;False;9359;2805307;8099,15589;0,0383
2021-09-08;SE;Poço Redondo;city;1102;33;False;35122;2805406;3137,63453;0,0299
2021-09-08;SE;Poço Verde;city;2185;50;False;23867;2805505;9154,90007;0,0229
2021-09-08;SE;Porto da Folha;city;1688;37;False;28693;2805604;5882,96797;0,0219
2021-09-08;SE;Propriá;city;3642;80;False;29692;2805703;12265,93022;0,022
2021-09-08;SE;Riachão do Dantas;city;1491;35;False;19809;2805802;7526,88172;0,0235
2021-09-08;SE;Riachuelo;city;728;18;False;10284;2805901;7078,9576;0,0247
2021-09-08;SE;Ribeirópolis;city;1785;33;False;18773;2806008;9508,33644;0,0185
2021-09-08;SE;Rosário do Catete;city;884;20;False;11008;2806107;8030,52326;0,0226
2021-09-08;SE;Salgado;city;1660;44;False;20025;2806206;8289,63795;0,0265
2021-09-08;SE;Santa Luzia do Itanhy;city;735;13;False;14121;2806305;5205,01381;0,0177
2021-09-08;SE;Santana do São Francisco;city;628;15;False;7844;2806404;8006,11933;0,0239
2021-09-08;SE;Santa Rosa de Lima;city;360;8;False;3923;2806503;9176,65052;0,0222
2021-09-08;SE;Santo Amaro das Brotas;city;692;19;False;12151;2806602;5695,00453;0,0275
2021-09-08;SE;São Cristóvão;city;9881;242;False;91093;2806701;10847,1562;0,0245
2021-09-08;SE;São Domingos;city;906;31;False;11207;2806800;8084,23307;0,0342
2021-09-08;SE;São Francisco;city;324;12;False;3781;2806909;8569,1616;0,037
2021-09-08;SE;São Miguel do Aleixo;city;457;4;False;3947;2807006;11578,41399;0,0088
2021-09-08;SE;Simão Dias;city;3360;87;False;40606;2807105;8274,63922;0,0259
2021-09-08;SE;Siriri;city;843;12;False;8970;2807204;9397,99331;0,0142
2021-09-08;SE;Telha;city;406;10;False;3249;2807303;12496,15266;0,0246
2021-09-08;SE;Tobias Barreto;city;4742;98;False;52530;2807402;9027,22254;0,0207
2021-09-08;SE;Tomar do Geru;city;1087;26;False;13535;2807501;8031,03066;0,0239
2021-09-08;SE;Umbaúba;city;2132;41;False;25550;2807600;8344,4227;0,0192
2021-09-08;SE;;state;277600;6001;False;2318822;28;11971,59592;0,0216
2021-09-07;SE;Amparo de São Francisco;city;256;5;False;2380;2800100;10756,30252;0,0195
2021-09-07;SE;Aquidabã;city;2408;40;False;21681;2800209;11106,49878;0,0166
2021-09-07;SE;Aracaju;city;127554;2410;False;664908;2800308;19183,70662;0,0189
2021-09-07;SE;Arauá;city;1291;22;False;9947;2800407;12978,78757;0,017
2021-09-07;SE;Areia Branca;city;2100;48;False;18686;2800506;11238,36027;0,0229
2021-09-07;SE;Barra dos Coqueiros;city;7048;99;False;30930;2800605;22786,93825;0,014
2021-09-07;SE;Boquim;city;2688;67;False;26899;2800670;9992,93654;0,0249
2021-09-07;SE;Brejo Grande;city;461;13;False;8353;2800704;5518,97522;0,0282
2021-09-07;SE;Campo do Brito;city;2202;29;False;18218;2801009;12086,94698;0,0132
2021-09-07;SE;Canhoba;city;351;7;False;4006;2801108;8761,85721;0,0199
2021-09-07;SE;Canindé de São Francisco;city;2508;48;False;30402;2801207;8249,45727;0,0191
2021-09-07;SE;Capela;city;3422;45;False;34514;2801306;9914,81718;0,0132
2021-09-07;SE;Carira;city;2234;48;False;22239;2801405;10045,41571;0,0215
2021-09-07;SE;Carmópolis;city;1079;40;False;16937;2801504;6370,66777;0,0371
2021-09-07;SE;Cedro de São João;city;1029;20;False;5913;2801603;17402,33384;0,0194
2021-09-07;SE;Cristinápolis;city;608;31;False;18029;2801702;3372,34456;0,051
2021-09-07;SE;Cumbe;city;314;3;False;3998;2801900;7853,92696;0,0096
2021-09-07;SE;Divina Pastora;city;850;12;False;5215;2802007;16299,1371;0,0141
2021-09-07;SE;Estância;city;7635;174;False;69556;2802106;10976,76692;0,0228
2021-09-07;SE;Feira Nova;city;246;7;False;5601;2802205;4392,07284;0,0285
2021-09-07;SE;Frei Paulo;city;1710;35;False;15556;2802304;10992,54307;0,0205
2021-09-07;SE;Gararu;city;669;16;False;11601;2802403;5766,74425;0,0239
2021-09-07;SE;General Maynard;city;377;10;False;3384;2802502;11140,66194;0,0265
2021-09-07;SE;Graccho Cardoso;city;549;7;False;5824;2802601;9426,51099;0,0128
2021-09-07;SE;Ilha das Flores;city;389;18;False;8521;2802700;4565,19188;0,0463
2021-09-07;SE;Indiaroba;city;515;30;False;18149;2802809;2837,62191;0,0583
2021-09-07;SE;Itabaiana;city;13172;259;False;96142;2802908;13700,56791;0,0197
2021-09-07;SE;Itabaianinha;city;2962;71;False;42166;2803005;7024,61699;0,024
2021-09-07;SE;Itabi;city;214;2;False;4886;2803104;4379,86083;0,0093
2021-09-07;SE;Itaporanga d'Ajuda;city;3157;72;False;34709;2803203;9095,62361;0,0228
2021-09-07;SE;Japaratuba;city;1489;53;False;18907;2803302;7875,39007;0,0356
2021-09-07;SE;Japoatã;city;433;23;False;13429;2803401;3224,36518;0,0531
2021-09-07;SE;Lagarto;city;7771;219;False;105221;2803500;7385,40786;0,0282
2021-09-07;SE;Laranjeiras;city;1901;57;False;30080;2803609;6319,81383;0,03
2021-09-07;SE;Macambira;city;666;8;False;6961;2803708;9567,59086;0,012
2021-09-07;SE;Malhada dos Bois;city;331;7;False;3699;2803807;8948,36442;0,0211
2021-09-07;SE;Malhador;city;1117;30;False;12653;2803906;8827,94594;0,0269
2021-09-07;SE;Maruim;city;1160;41;False;17271;2804003;6716,46112;0,0353
2021-09-07;SE;Moita Bonita;city;1198;13;False;11348;2804102;10556,92633;0,0109
2021-09-07;SE;Monte Alegre de Sergipe;city;887;13;False;15175;2804201;5845,14003;0,0147
2021-09-07;SE;Muribeca;city;317;16;False;7639;2804300;4149,75782;0,0505
2021-09-07;SE;Neópolis;city;1415;41;False;18703;2804409;7565,63118;0,029
2021-09-07;SE;Nossa Senhora Aparecida;city;833;18;False;8809;2804458;9456,23794;0,0216
2021-09-07;SE;Nossa Senhora da Glória;city;2790;79;False;37324;2804508;7475,08306;0,0283
2021-09-07;SE;Nossa Senhora das Dores;city;2116;51;False;26795;2804607;7896,99571;0,0241
2021-09-07;SE;Nossa Senhora de Lourdes;city;494;12;False;6496;2804706;7604,6798;0,0243
2021-09-07;SE;Nossa Senhora do Socorro;city;18068;570;False;185706;2804805;9729,35716;0,0315
2021-09-07;SE;Pacatuba;city;831;23;False;14540;2804904;5715,26823;0,0277
2021-09-07;SE;Pedra Mole;city;279;8;False;3285;2805000;8493,15068;0,0287
2021-09-07;SE;Pedrinhas;city;674;17;False;9665;2805109;6973,61614;0,0252
2021-09-07;SE;Pinhão;city;346;17;False;6627;2805208;5221,06534;0,0491
2021-09-07;SE;Pirambu;city;758;29;False;9359;2805307;8099,15589;0,0383
2021-09-07;SE;Poço Redondo;city;1102;33;False;35122;2805406;3137,63453;0,0299
2021-09-07;SE;Poço Verde;city;2185;50;False;23867;2805505;9154,90007;0,0229
2021-09-07;SE;Porto da Folha;city;1688;37;False;28693;2805604;5882,96797;0,0219
2021-09-07;SE;Propriá;city;3642;80;False;29692;2805703;12265,93022;0,022
2021-09-07;SE;Riachão do Dantas;city;1491;35;False;19809;2805802;7526,88172;0,0235
2021-09-07;SE;Riachuelo;city;728;18;False;10284;2805901;7078,9576;0,0247
2021-09-07;SE;Ribeirópolis;city;1785;33;False;18773;2806008;9508,33644;0,0185
2021-09-07;SE;Rosário do Catete;city;884;20;False;11008;2806107;8030,52326;0,0226
2021-09-07;SE;Salgado;city;1660;44;False;20025;2806206;8289,63795;0,0265
2021-09-07;SE;Santa Luzia do Itanhy;city;735;13;False;14121;2806305;5205,01381;0,0177
2021-09-07;SE;Santana do São Francisco;city;628;15;False;7844;2806404;8006,11933;0,0239
2021-09-07;SE;Santa Rosa de Lima;city;360;8;False;3923;2806503;9176,65052;0,0222
2021-09-07;SE;Santo Amaro das Brotas;city;692;19;False;12151;2806602;5695,00453;0,0275
2021-09-07;SE;São Cristóvão;city;9881;242;False;91093;2806701;10847,1562;0,0245
2021-09-07;SE;São Domingos;city;906;31;False;11207;2806800;8084,23307;0,0342
2021-09-07;SE;São Francisco;city;324;12;False;3781;2806909;8569,1616;0,037
2021-09-07;SE;São Miguel do Aleixo;city;457;4;False;3947;2807006;11578,41399;0,0088
2021-09-07;SE;Simão Dias;city;3359;87;False;40606;2807105;8272,17653;0,0259
2021-09-07;SE;Siriri;city;843;12;False;8970;2807204;9397,99331;0,0142
2021-09-07;SE;Telha;city;406;10;False;3249;2807303;12496,15266;0,0246
2021-09-07;SE;Tobias Barreto;city;4742;98;False;52530;2807402;9027,22254;0,0207
2021-09-07;SE;Tomar do Geru;city;1087;26;False;13535;2807501;8031,03066;0,0239
2021-09-07;SE;Umbaúba;city;2132;41;False;25550;2807600;8344,4227;0,0192
2021-09-07;SE;;state;277589;6001;False;2318822;28;11971,12154;0,0216
2021-09-06;SE;Amparo de São Francisco;city;256;5;False;2380;2800100;10756,30252;0,0195
2021-09-06;SE;Aquidabã;city;2408;40;False;21681;2800209;11106,49878;0,0166
2021-09-06;SE;Aracaju;city;127551;2410;False;664908;2800308;19183,25543;0,0189
2021-09-06;SE;Arauá;city;1291;22;False;9947;2800407;12978,78757;0,017
2021-09-06;SE;Areia Branca;city;2100;48;False;18686;2800506;11238,36027;0,0229
2021-09-06;SE;Barra dos Coqueiros;city;7048;99;False;30930;2800605;22786,93825;0,014
2021-09-06;SE;Boquim;city;2688;67;False;26899;2800670;9992,93654;0,0249
2021-09-06;SE;Brejo Grande;city;461;13;False;8353;2800704;5518,97522;0,0282
2021-09-06;SE;Campo do Brito;city;2202;29;False;18218;2801009;12086,94698;0,0132
2021-09-06;SE;Canhoba;city;351;7;False;4006;2801108;8761,85721;0,0199
2021-09-06;SE;Canindé de São Francisco;city;2508;48;False;30402;2801207;8249,45727;0,0191
2021-09-06;SE;Capela;city;3422;45;False;34514;2801306;9914,81718;0,0132
2021-09-06;SE;Carira;city;2234;48;False;22239;2801405;10045,41571;0,0215
2021-09-06;SE;Carmópolis;city;1079;40;False;16937;2801504;6370,66777;0,0371
2021-09-06;SE;Cedro de São João;city;1029;20;False;5913;2801603;17402,33384;0,0194
2021-09-06;SE;Cristinápolis;city;607;31;False;18029;2801702;3366,79794;0,0511
2021-09-06;SE;Cumbe;city;314;3;False;3998;2801900;7853,92696;0,0096
2021-09-06;SE;Divina Pastora;city;850;12;False;5215;2802007;16299,1371;0,0141
2021-09-06;SE;Estância;city;7634;174;False;69556;2802106;10975,32923;0,0228
2021-09-06;SE;Feira Nova;city;246;7;False;5601;2802205;4392,07284;0,0285
2021-09-06;SE;Frei Paulo;city;1710;35;False;15556;2802304;10992,54307;0,0205
2021-09-06;SE;Gararu;city;669;16;False;11601;2802403;5766,74425;0,0239
2021-09-06;SE;General Maynard;city;377;10;False;3384;2802502;11140,66194;0,0265
2021-09-06;SE;Graccho Cardoso;city;549;7;False;5824;2802601;9426,51099;0,0128
2021-09-06;SE;Ilha das Flores;city;389;18;False;8521;2802700;4565,19188;0,0463
2021-09-06;SE;Indiaroba;city;515;30;False;18149;2802809;2837,62191;0,0583
2021-09-06;SE;Itabaiana;city;13171;259;False;96142;2802908;13699,52778;0,0197
2021-09-06;SE;Itabaianinha;city;2962;71;False;42166;2803005;7024,61699;0,024
2021-09-06;SE;Itabi;city;214;2;False;4886;2803104;4379,86083;0,0093
2021-09-06;SE;Itaporanga d'Ajuda;city;3157;72;False;34709;2803203;9095,62361;0,0228
2021-09-06;SE;Japaratuba;city;1489;53;False;18907;2803302;7875,39007;0,0356
2021-09-06;SE;Japoatã;city;433;23;False;13429;2803401;3224,36518;0,0531
2021-09-06;SE;Lagarto;city;7770;219;False;105221;2803500;7384,45748;0,0282
2021-09-06;SE;Laranjeiras;city;1901;57;False;30080;2803609;6319,81383;0,03
2021-09-06;SE;Macambira;city;666;8;False;6961;2803708;9567,59086;0,012
2021-09-06;SE;Malhada dos Bois;city;331;7;False;3699;2803807;8948,36442;0,0211
2021-09-06;SE;Malhador;city;1117;30;False;12653;2803906;8827,94594;0,0269
2021-09-06;SE;Maruim;city;1160;41;False;17271;2804003;6716,46112;0,0353
2021-09-06;SE;Moita Bonita;city;1198;13;False;11348;2804102;10556,92633;0,0109
2021-09-06;SE;Monte Alegre de Sergipe;city;886;13;False;15175;2804201;5838,55025;0,0147
2021-09-06;SE;Muribeca;city;317;16;False;7639;2804300;4149,75782;0,0505
2021-09-06;SE;Neópolis;city;1415;41;False;18703;2804409;7565,63118;0,029
